19F
1, -58175, 76424.9209, 202.988719
2, -57584, 76422.3778, 202.981964
3, -57561, 76419.8346, 202.975209
4, -57284, 76417.2915, 202.968455
5, -57009, 76414.7484, 202.961700
6, -56319, 76412.2053, 202.954945
7, -57768, 76409.6621, 202.948190
8, -60774, 76407.1190, 202.941436
9, -58560, 76404.5759, 202.934681
10, -57002, 76402.0327, 202.927926
11, -56692, 76399.4896, 202.921172
12, -59015, 76396.9465, 202.914417
13, -58283, 76394.4033, 202.907662
14, -60001, 76391.8602, 202.900908
15, -56968, 76389.3171, 202.894153
16, -57618, 76386.7739, 202.887398
17, -58284, 76384.2308, 202.880643
18, -59173, 76381.6877, 202.873889
19, -57990, 76379.1445, 202.867134
20, -57690, 76376.6014, 202.860379
21, -58551, 76374.0583, 202.853625
22, -58646, 76371.5151, 202.846870
23, -58840, 76368.9720, 202.840115
24, -57931, 76366.4289, 202.833361
25, -53815, 76363.8858, 202.826606
26, -54707, 76361.3426, 202.819851
27, -55602, 76358.7995, 202.813097
28, -56708, 76356.2564, 202.806342
29, -55991, 76353.7132, 202.799587
30, -55015, 76351.1701, 202.792832
31, -54214, 76348.6270, 202.786078
32, -54026, 76346.0838, 202.779323
33, -53464, 76343.5407, 202.772568
34, -52957, 76340.9976, 202.765814
35, -53915, 76338.4544, 202.759059
36, -54621, 76335.9113, 202.752304
37, -54127, 76333.3682, 202.745550
38, -54954, 76330.8250, 202.738795
39, -55080, 76328.2819, 202.732040
40, -56604, 76325.7388, 202.725285
41, -54891, 76323.1956, 202.718531
42, -54120, 76320.6525, 202.711776
43, -53435, 76318.1094, 202.705021
44, -53078, 76315.5663, 202.698267
45, -55031, 76313.0231, 202.691512
46, -53052, 76310.4800, 202.684757
47, -51755, 76307.9369, 202.678003
48, -54818, 76305.3937, 202.671248
49, -54678, 76302.8506, 202.664493
50, -54332, 76300.3075, 202.657739
51, -52550, 76297.7643, 202.650984
52, -53245, 76295.2212, 202.644229
53, -52906, 76292.6781, 202.637474
54, -52862, 76290.1349, 202.630720
55, -53665, 76287.5918, 202.623965
56, -53521, 76285.0487, 202.617210
